day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
2,4500,PINA_COLADAS,14842,38,14841,60,,,14844,38,14845,60,,,14843,2519
2,4600,PINA_COLADAS,14841,93,,,,,14844,29,14845,64,,,14842.5,2561.5
2,4700,PINA_COLADAS,14844,40,14843,74,,,14846,40,14847,74,,,14845,1981
2,4800,PINA_COLADAS,14841,84,,,,,14844,84,,,,,14842.5,2752
2,4900,PINA_COLADAS,14842,81,,,,,14845,81,,,,,14843.5,2412.5
2,5000,PINA_COLADAS,14841,26,14840,53,,,14843,26,14844,53,,,14842,2795
2,5100,PINA_COLADAS,14840,25,14839,64,,,14842,25,14843,64,,,14841,3095.5
2,5200,PINA_COLADAS,14838,113,,,,,14841,113,,,,,14839.5,3539
2,5300,PINA_COLADAS,14840,74,,,,,14843,74,,,,,14841.5,2985
2,5400,PINA_COLADAS,14840,95,,,,,14843,95,,,,,14841.5,2878
2,5500,PINA_COLADAS,14840,34,14839,20,14838,60,14841,20,14842,60,,,14840.5,3359
2,5600,PINA_COLADAS,14841,98,,,,,14844,98,,,,,14842.5,2670.5
2,5700,PINA_COLADAS,14838,26,14837,72,,,14840,26,14841,72,,,14839,3648
2,5800,PINA_COLADAS,14838,77,,,,,14841,77,,,,,14839.5,3511
2,5900,PINA_COLADAS,14839,92,,,,,14842,92,,,,,14840.5,3237
2,6000,PINA_COLADAS,14843,20,14842,74,,,14845,20,14846,74,,,14844,2222
2,6100,PINA_COLADAS,14839,23,14838,63,,,14841,23,14842,63,,,14840,3396
2,6200,PINA_COLADAS,14836,108,,,,,14839,108,,,,,14837.5,4072
2,6300,PINA_COLADAS,14837,37,14836,66,,,14839,37,14840,66,,,14838,3947
2,6400,PINA_COLADAS,14833,85,,,,,14836,85,,,,,14834.5,5018.5
2,6500,PINA_COLADAS,14833,88,,,,,14836,88,,,,,14834.5,4876
2,6600,PINA_COLADAS,14833,35,14832,110,,,14835,110,,,,,14834,5172.5
2,6700,PINA_COLADAS,14829,101,,,,,14832,101,,,,,14830.5,6115
2,6800,PINA_COLADAS,14832,38,14831,97,,,14834,97,,,,,14833,5575.5
2,6900,PINA_COLADAS,14827,26,14826,59,,,14829,26,14830,59,,,14828,6781.5
2,7000,PINA_COLADAS,14825,30,14824,66,,,14827,30,14828,66,,,14826,7352.5
2,7100,PINA_COLADAS,14822,21,14821,55,,,14824,21,14825,55,,,14823,8201
2,7200,PINA_COLADAS,14822,95,,,,,14825,95,,,,,14823.5,8091.5
2,7300,PINA_COLADAS,14823,80,,,,,14826,80,,,,,14824.5,7831
2,7400,PINA_COLADAS,14822,75,,,,,14825,22,14826,53,,,14823.5,7954
2,7500,PINA_COLADAS,14826,107,,,,,14829,107,,,,,14827.5,6901
2,7600,PINA_COLADAS,14824,96,,,,,14827,96,,,,,14825.5,7528
2,7700,PINA_COLADAS,14825,80,,,,,14828,80,,,,,14826.5,7134.5
2,7800,PINA_COLADAS,14825,96,,,,,14828,96,,,,,14826.5,7213.5
2,7900,PINA_COLADAS,14827,95,,,,,14830,95,,,,,14828.5,6552
2,8000,PINA_COLADAS,14826,92,,,,,14829,92,,,,,14827.5,6830
2,8100,PINA_COLADAS,14823,80,,,,,14826,20,14827,60,,,14824.5,7667
2,8200,PINA_COLADAS,14823,108,,,,,14826,108,,,,,14824.5,7684.5
2,8300,PINA_COLADAS,14823,29,14822,58,,,14824,29,14826,87,,,14823.5,7865
2,8400,PINA_COLADAS,14823,24,14822,56,,,14825,24,14826,56,,,14824,7909
2,8500,PINA_COLADAS,14825,93,,,,,14828,93,,,,,14826.5,7130.5
2,8600,PINA_COLADAS,14828,29,14827,95,,,14830,95,,,,,14829,6674
2,8700,PINA_COLADAS,14828,35,14827,65,,,14830,35,14831,65,,,14829,6466
2,8800,PINA_COLADAS,14828,82,,,,,14831,82,,,,,14829.5,6433.5
2,8900,PINA_COLADAS,14826,103,,,,,14829,103,,,,,14827.5,6887
2,9000,PINA_COLADAS,14826,30,14825,62,,,14828,30,14829,62,,,14827,7027.5
2,9100,PINA_COLADAS,14824,87,,,,,14827,87,,,,,14825.5,7466
2,9200,PINA_COLADAS,14825,98,,,,,14828,98,,,,,14826.5,7145.5
2,9300,PINA_COLADAS,14821,94,,,,,14824,94,,,,,14822.5,8260.5
2,9400,PINA_COLADAS,14825,102,,,,,14828,102,,,,,14826.5,7283.5
2,9500,PINA_COLADAS,14821,91,,,,,14824,91,,,,,14822.5,8389.5
2,9600,PINA_COLADAS,14825,101,,,,,14828,101,,,,,14826.5,7136
2,9700,PINA_COLADAS,14826,91,,,,,14829,91,,,,,14827.5,6963
2,9800,PINA_COLADAS,14826,33,14825,54,,,14828,33,14829,54,,,14827,7057
2,9900,PINA_COLADAS,14827,28,14826,80,,,14829,80,,,,,14828,6949
2,10000,PINA_COLADAS,14829,34,14828,70,,,14831,34,14832,70,,,14830,6218.5
2,10100,PINA_COLADAS,14830,90,,,,,14831,32,14833,90,,,14830.5,5778.5
2,10200,PINA_COLADAS,14830,91,,,,,14833,33,14834,58,,,14831.5,5686
2,10300,PINA_COLADAS,14829,93,,,,,14832,93,,,,,14830.5,6002.5
2,10400,PINA_COLADAS,14830,101,,,,,14833,101,,,,,14831.5,5791
2,10500,PINA_COLADAS,14835,24,14834,52,,,14838,76,,,,,14836.5,4476.5
2,10600,PINA_COLADAS,14835,90,,,,,14838,90,,,,,14836.5,4406
2,10700,PINA_COLADAS,14834,83,,,,,14837,22,14838,61,,,14835.5,4553.5
2,10800,PINA_COLADAS,14836,23,14835,111,,,14838,111,,,,,14837,4313
2,10900,PINA_COLADAS,14835,97,,,,,14838,97,,,,,14836.5,4441.5
2,11000,PINA_COLADAS,14838,30,14837,55,,,14840,30,14841,55,,,14839,3670
2,11100,PINA_COLADAS,14837,89,,,,,14840,89,,,,,14838.5,3741.5
2,11200,PINA_COLADAS,14839,27,14838,70,,,14841,27,14842,70,,,14840,3406
2,11300,PINA_COLADAS,14841,29,14840,105,,,14843,105,,,,,14842,3024
2,11400,PINA_COLADAS,14835,71,,,,,14838,71,,,,,14836.5,4339
2,11500,PINA_COLADAS,14833,87,,,,,14836,21,14837,66,,,14834.5,4834.5
2,11600,PINA_COLADAS,14836,87,,,,,14839,87,,,,,14837.5,4134
2,11700,PINA_COLADAS,14839,22,14838,51,,,14840,26,14841,22,14842,51,14839.5,3378.5
2,11800,PINA_COLADAS,14841,88,,,,,14844,88,,,,,14842.5,2665
2,11900,PINA_COLADAS,14843,40,14842,75,,,14846,115,,,,,14844.5,2212.5
2,12000,PINA_COLADAS,14845,36,14844,97,,,14847,32,14848,65,,,14846,1731
2,12100,PINA_COLADAS,14845,102,,,,,14848,102,,,,,14846.5,1578
2,12200,PINA_COLADAS,14847,100,,,,,14850,26,14851,74,,,14848.5,874.5
2,12300,PINA_COLADAS,14848,80,,,,,14851,80,,,,,14849.5,699.5
2,12400,PINA_COLADAS,14855,103,,,,,14858,103,,,,,14856.5,-1348.5
2,12500,PINA_COLADAS,14852,38,14851,57,,,14854,38,14855,57,,,14853,-293
2,12600,PINA_COLADAS,14857,36,14856,105,,,14859,105,,,,,14858,-1570
2,12700,PINA_COLADAS,14860,32,14859,75,,,14862,32,14863,75,,,14861,-2543
2,12800,PINA_COLADAS,14859,31,14858,81,,,14861,81,,,,,14860,-2069.5
2,12900,PINA_COLADAS,14857,90,,,,,14860,90,,,,,14858.5,-1810.5
2,13000,PINA_COLADAS,14855,70,,,,,14858,70,,,,,14856.5,-1305.5
2,13100,PINA_COLADAS,14856,109,,,,,14859,109,,,,,14857.5,-1562
2,13200,PINA_COLADAS,14858,29,14857,55,,,14860,29,14861,55,,,14859,-1989.5
2,13300,PINA_COLADAS,14857,113,,,,,14860,113,,,,,14858.5,-1926.5
2,13400,PINA_COLADAS,14855,20,14854,62,,,14856,23,14857,20,14858,62,14855.5,-1161
2,13500,PINA_COLADAS,14858,21,14857,58,,,14860,21,14861,58,,,14859,-1998.5
2,13600,PINA_COLADAS,14854,18,14853,52,,,14856,29,14857,52,,,14855,-881
2,13700,PINA_COLADAS,14853,82,,,,,14856,82,,,,,14854.5,-673
2,13800,PINA_COLADAS,14854,95,,,,,14857,95,,,,,14855.5,-1058
2,13900,PINA_COLADAS,14854,93,,,,,14857,93,,,,,14855.5,-932
2,14000,PINA_COLADAS,14853,89,,,,,14856,89,,,,,14854.5,-671.5
2,14100,PINA_COLADAS,14852,93,,,,,14855,93,,,,,14853.5,-508
2,14200,PINA_COLADAS,14850,89,,,,,14851,29,14853,89,,,14850.5,188.5
2,14300,PINA_COLADAS,14848,96,,,,,14851,24,14852,72,,,14849.5,601
2,14400,PINA_COLADAS,14851,76,,,,,14854,76,,,,,14852.5,-179
2,14500,PINA_COLADAS,14856,103,,,,,14859,103,,,,,14857.5,-1519
2,14600,PINA_COLADAS,14858,83,,,,,14861,83,,,,,14859.5,-2177.5
2,14700,PINA_COLADAS,14859,90,,,,,14862,90,,,,,14860.5,-2385.5
2,14800,PINA_COLADAS,14856,92,,,,,14859,92,,,,,14857.5,-1621
2,14900,PINA_COLADAS,14855,90,,,,,14858,90,,,,,14856.5,-1373.5
2,15000,PINA_COLADAS,14854,94,,,,,14857,94,,,,,14855.5,-972.5
2,15100,PINA_COLADAS,14856,88,,,,,14859,88,,,,,14857.5,-1531
2,15200,PINA_COLADAS,14859,89,,,,,14862,89,,,,,14860.5,-2366
2,15300,PINA_COLADAS,14862,81,,,,,14865,81,,,,,14863.5,-3187.5
2,15400,PINA_COLADAS,14865,40,14864,64,,,14867,40,14868,64,,,14866,-3981
2,15500,PINA_COLADAS,14865,91,,,,,14868,91,,,,,14866.5,-4045.5
2,15600,PINA_COLADAS,14866,38,14865,53,,,14868,38,14869,53,,,14867,-4237.5
2,15700,PINA_COLADAS,14866,88,,,,,14869,38,14870,50,,,14867.5,-4492
2,15800,PINA_COLADAS,14867,99,,,,,14870,99,,,,,14868.5,-4681
2,15900,PINA_COLADAS,14865,90,,,,,14868,90,,,,,14866.5,-4181
2,16000,PINA_COLADAS,14862,97,,,,,14865,97,,,,,14863.5,-3320.5
2,16100,PINA_COLADAS,14863,80,,,,,14864,6,14866,28,14867,52,14863.5,-3649.5
2,16200,PINA_COLADAS,14862,26,14861,60,,,14865,86,,,,,14863.5,-3178.5
2,16300,PINA_COLADAS,14862,95,,,,,14865,95,,,,,14863.5,-3209
2,16400,PINA_COLADAS,14866,104,,,,,14869,104,,,,,14867.5,-4370
2,16500,PINA_COLADAS,14867,93,,,,,14870,93,,,,,14868.5,-4638.5
2,16600,PINA_COLADAS,14868,28,14867,84,,,14870,84,,,,,14869,-4750.5
2,16700,PINA_COLADAS,14869,23,14868,59,,,14872,82,,,,,14870.5,-5146.5
2,16800,PINA_COLADAS,14866,32,14865,94,,,14868,94,,,,,14867,-4098.5
2,16900,PINA_COLADAS,14863,50,,,,,14864,13,14866,27,14867,50,14863.5,-3678.5
2,17000,PINA_COLADAS,14865,95,,,,,14868,95,,,,,14866.5,-4051
2,17100,PINA_COLADAS,14863,106,,,,,14866,106,,,,,14864.5,-3539.5
2,17200,PINA_COLADAS,14864,92,,,,,14867,92,,,,,14865.5,-3779
2,17300,PINA_COLADAS,14866,20,14865,54,,,14868,20,14869,54,,,14867,-4270.5
2,17400,PINA_COLADAS,14864,32,14863,75,,,14866,32,14867,75,,,14865,-3685
2,17500,PINA_COLADAS,14865,95,,,,,14868,95,,,,,14866.5,-4033
2,17600,PINA_COLADAS,14864,88,,,,,14867,88,,,,,14865.5,-3823
2,17700,PINA_COLADAS,14864,29,14863,73,,,14866,29,14867,73,,,14865,-3675
2,17800,PINA_COLADAS,14865,84,,,,,14868,84,,,,,14866.5,-4173.5
2,17900,PINA_COLADAS,14868,108,,,,,14871,108,,,,,14869.5,-4930
2,18000,PINA_COLADAS,14871,103,,,,,14874,103,,,,,14872.5,-5806.5
2,18100,PINA_COLADAS,14872,40,14871,63,,,14874,20,14875,63,,,14873,-5958.5
2,18200,PINA_COLADAS,14872,30,14871,56,,,14875,86,,,,,14873.5,-5995
2,18300,PINA_COLADAS,14872,73,,,,,14875,73,,,,,14873.5,-6108
2,18400,PINA_COLADAS,14868,38,14867,71,,,14870,38,14871,71,,,14869,-4825
2,18500,PINA_COLADAS,14862,100,,,,,14865,100,,,,,14863.5,-3320.5
2,18600,PINA_COLADAS,14865,29,14864,74,,,14867,29,14868,74,,,14866,-3974.5
2,18700,PINA_COLADAS,14862,92,,,,,14865,92,,,,,14863.5,-3234.5
2,18800,PINA_COLADAS,14862,86,,,,,14865,86,,,,,14863.5,-3202
2,18900,PINA_COLADAS,14864,20,14863,66,,,14867,86,,,,,14865.5,-3748
2,19000,PINA_COLADAS,14867,30,14866,21,14865,69,14869,90,,,,,14868,-4295
2,19100,PINA_COLADAS,14867,30,14866,59,,,14870,89,,,,,14868.5,-4596.5
2,19200,PINA_COLADAS,14865,114,,,,,14866,21,14868,114,,,14865.5,-4181.5
2,19300,PINA_COLADAS,14868,108,,,,,14871,108,,,,,14869.5,-4926.5
2,19400,PINA_COLADAS,14866,30,14865,68,,,14868,30,14869,68,,,14867,-4246.5
2,19500,PINA_COLADAS,14866,101,,,,,14869,101,,,,,14867.5,-4397.5
2,19600,PINA_COLADAS,14863,88,,,,,14866,88,,,,,14864.5,-3480
2,19700,PINA_COLADAS,14863,95,,,,,14866,95,,,,,14864.5,-3619.5
2,19800,PINA_COLADAS,14861,81,,,,,14864,81,,,,,14862.5,-2911.5
2,19900,PINA_COLADAS,14863,27,14862,52,,,14865,27,14866,52,,,14864,-3386.5
2,20000,PINA_COLADAS,14860,103,,,,,14863,103,,,,,14861.5,-2732.5
2,20100,PINA_COLADAS,14860,95,,,,,14863,95,,,,,14861.5,-2791.5
2,20200,PINA_COLADAS,14862,39,14861,74,,,14863,34,14865,113,,,14862.5,-3183
2,20300,PINA_COLADAS,14863,90,,,,,14866,90,,,,,14864.5,-3475.5
2,20400,PINA_COLADAS,14863,78,,,,,14866,78,,,,,14864.5,-3582
2,20500,PINA_COLADAS,14863,20,14862,71,,,14865,20,14866,71,,,14864,-3411.5
2,20600,PINA_COLADAS,14863,92,,,,,14866,92,,,,,14864.5,-3534.5
2,20700,PINA_COLADAS,14861,89,,,,,14864,89,,,,,14862.5,-3026
2,20800,PINA_COLADAS,14861,109,,,,,14864,109,,,,,14862.5,-2997.5
2,20900,PINA_COLADAS,14861,85,,,,,14862,37,14864,85,,,14861.5,-2960.5
2,21000,PINA_COLADAS,14862,93,,,,,14865,93,,,,,14863.5,-3333.5
2,21100,PINA_COLADAS,14863,109,,,,,14866,109,,,,,14864.5,-3579
2,21200,PINA_COLADAS,14862,20,14861,87,,,14864,87,,,,,14863,-3069
2,21300,PINA_COLADAS,14862,103,,,,,14865,103,,,,,14863.5,-3251
2,21400,PINA_COLADAS,14861,29,14860,50,,,14864,79,,,,,14862.5,-2886.5
2,21500,PINA_COLADAS,14860,84,,,,,14863,84,,,,,14861.5,-2669.5
2,21600,PINA_COLADAS,14861,93,,,,,14864,93,,,,,14862.5,-3027.5
2,21700,PINA_COLADAS,14864,85,,,,,14867,85,,,,,14865.5,-3874.5
2,21800,PINA_COLADAS,14867,34,14866,69,,,14869,34,14870,69,,,14868,-4569
2,21900,PINA_COLADAS,14869,85,,,,,14872,85,,,,,14870.5,-5322
2,22000,PINA_COLADAS,14870,25,14869,50,,,14873,75,,,,,14871.5,-5434.5
2,22100,PINA_COLADAS,14868,76,,,,,14871,76,,,,,14869.5,-4957.5
2,22200,PINA_COLADAS,14867,28,14866,98,,,14869,98,,,,,14868,-4416
2,22300,PINA_COLADAS,14869,32,14868,105,,,14871,105,,,,,14870,-5007
2,22400,PINA_COLADAS,14873,89,,,,,14876,20,14877,69,,,14874.5,-6481
2,22500,PINA_COLADAS,14873,34,14872,52,,,14875,34,14876,52,,,14874,-6245
2,22600,PINA_COLADAS,14873,111,,,,,14876,111,,,,,14874.5,-6308.5
2,22700,PINA_COLADAS,14875,28,14874,63,,,14878,91,,,,,14876.5,-6844.5
2,22800,PINA_COLADAS,14874,100,,,,,14877,100,,,,,14875.5,-6626.5
2,22900,PINA_COLADAS,14876,85,,,,,14879,85,,,,,14877.5,-7266
2,23000,PINA_COLADAS,14878,99,,,,,14881,99,,,,,14879.5,-7726.5
2,23100,PINA_COLADAS,14876,89,,,,,14879,33,14880,56,,,14877.5,-7329
2,23200,PINA_COLADAS,14876,83,,,,,14879,83,,,,,14877.5,-7149.5
2,23300,PINA_COLADAS,14875,93,,,,,14878,93,,,,,14876.5,-6876
2,23400,PINA_COLADAS,14873,91,,,,,14876,91,,,,,14874.5,-6315
2,23500,PINA_COLADAS,14871,90,,,,,14874,90,,,,,14872.5,-5901.5
2,23600,PINA_COLADAS,14874,28,14873,63,,,14876,28,14877,63,,,14875,-6502
2,23700,PINA_COLADAS,14870,91,,,,,14873,91,,,,,14871.5,-5554.5
2,23800,PINA_COLADAS,14874,100,,,,,14875,33,14877,100,,,14874.5,-6725.5
2,23900,PINA_COLADAS,14871,89,,,,,14874,89,,,,,14872.5,-5896
2,24000,PINA_COLADAS,14869,27,14868,66,,,14871,27,14872,66,,,14870,-5092
2,24100,PINA_COLADAS,14870,97,,,,,14873,97,,,,,14871.5,-5552.5
2,24200,PINA_COLADAS,14869,96,,,,,14872,35,14873,61,,,14870.5,-5358
2,24300,PINA_COLADAS,14869,30,14868,50,,,14871,30,14872,50,,,14870,-5092
2,24400,PINA_COLADAS,14875,98,,,,,14878,98,,,,,14876.5,-6893.5
2,24500,PINA_COLADAS,14870,36,14869,75,,,14873,111,,,,,14871.5,-5444.5
2,24600,PINA_COLADAS,14871,32,14870,63,,,14873,32,14874,63,,,14872,-5647.5
2,24700,PINA_COLADAS,14871,30,14870,73,,,14873,30,14874,73,,,14872,-5678
2,24800,PINA_COLADAS,14871,94,,,,,14874,94,,,,,14872.5,-5770
2,24900,PINA_COLADAS,14870,91,,,,,14873,91,,,,,14871.5,-5612.5
2,25000,PINA_COLADAS,14873,91,,,,,14876,91,,,,,14874.5,-6352
2,25100,PINA_COLADAS,14871,93,,,,,14874,93,,,,,14872.5,-5839.5
2,25200,PINA_COLADAS,14871,24,14870,64,,,14873,24,14874,64,,,14872,-5667.5
2,25300,PINA_COLADAS,14873,11,14871,95,,,14874,95,,,,,14873.5,-5893
2,25400,PINA_COLADAS,14870,36,14869,64,,,14872,36,14873,64,,,14871,-5368
2,25500,PINA_COLADAS,14874,97,,,,,14877,97,,,,,14875.5,-6731.5
2,25600,PINA_COLADAS,14872,40,14871,58,,,14874,40,14875,58,,,14873,-5933.5
2,25700,PINA_COLADAS,14872,96,,,,,14875,96,,,,,14873.5,-6143
2,25800,PINA_COLADAS,14872,93,,,,,14875,39,14876,54,,,14873.5,-6198
2,25900,PINA_COLADAS,14874,82,,,,,14877,82,,,,,14875.5,-6670.5
2,26000,PINA_COLADAS,14877,38,14876,109,,,14879,109,,,,,14878,-7171.5
2,26100,PINA_COLADAS,14875,82,,,,,14878,24,14879,58,,,14876.5,-7050.5
2,26200,PINA_COLADAS,14873,111,,,,,14876,111,,,,,14874.5,-6433
2,26300,PINA_COLADAS,14873,79,,,,,14876,79,,,,,14874.5,-6380
2,26400,PINA_COLADAS,14869,95,,,,,14872,95,,,,,14870.5,-5262
2,26500,PINA_COLADAS,14869,20,14868,71,,,14871,20,14872,71,,,14870,-5104
2,26600,PINA_COLADAS,14870,102,,,,,14873,40,14874,62,,,14871.5,-5644.5
2,26700,PINA_COLADAS,14870,33,14869,50,,,14872,33,14873,50,,,14871,-5413.5
2,26800,PINA_COLADAS,14869,24,14868,63,,,14871,24,14872,63,,,14870,-5134.5
2,26900,PINA_COLADAS,14868,39,14867,63,,,14871,102,,,,,14869.5,-4869.5
2,27000,PINA_COLADAS,14868,93,,,,,14871,21,14872,72,,,14869.5,-5073
2,27100,PINA_COLADAS,14870,27,14869,53,,,14872,27,14873,53,,,14871,-5419
2,27200,PINA_COLADAS,14869,38,14868,64,,,14871,38,14872,64,,,14870,-5082.5
2,27300,PINA_COLADAS,14867,88,,,,,14870,88,,,,,14868.5,-4667.5
2,27400,PINA_COLADAS,14870,36,14869,64,,,14872,36,14873,64,,,14871,-5400.5
2,27500,PINA_COLADAS,14870,85,,,,,14873,85,,,,,14871.5,-5451
2,27600,PINA_COLADAS,14869,106,,,,,14870,30,14872,106,,,14869.5,-5295.5
2,27700,PINA_COLADAS,14869,96,,,,,14872,96,,,,,14870.5,-5256
2,27800,PINA_COLADAS,14868,86,,,,,14871,86,,,,,14869.5,-5029
2,27900,PINA_COLADAS,14872,26,14871,50,,,14875,76,,,,,14873.5,-6003.5
2,28000,PINA_COLADAS,14871,103,,,,,14874,32,14875,71,,,14872.5,-5919.5
2,28100,PINA_COLADAS,14870,38,14869,67,,,14873,105,,,,,14871.5,-5446.5
2,28200,PINA_COLADAS,14869,36,14868,54,,,14872,90,,,,,14870.5,-5152
2,28300,PINA_COLADAS,14864,23,14863,64,,,14866,23,14867,64,,,14865,-3682
2,28400,PINA_COLADAS,14864,110,,,,,14865,20,14867,110,,,14864.5,-3759.5
2,28500,PINA_COLADAS,14863,64,14862,75,,,14865,28,14866,75,,,14864,-3402
2,28600,PINA_COLADAS,14862,38,14861,73,,,14865,111,,,,,14863.5,-3162.5
2,28700,PINA_COLADAS,14864,22,14863,67,,,14866,22,14867,67,,,14865,-3689.5
2,28800,PINA_COLADAS,14868,73,,,,,14869,3,14871,35,14872,73,14868.5,-5083
2,28900,PINA_COLADAS,14872,96,,,,,14875,27,14876,69,,,14873.5,-6211.5
2,29000,PINA_COLADAS,14872,20,14871,65,,,14874,20,14875,65,,,14873,-5956
2,29100,PINA_COLADAS,14876,76,,,,,14879,76,,,,,14877.5,-7179
2,29200,PINA_COLADAS,14876,24,14875,60,,,14878,24,14879,60,,,14877,-7076.5
2,29300,PINA_COLADAS,14876,112,,,,,14879,38,14880,74,,,14877.5,-7324
2,29400,PINA_COLADAS,14877,30,14876,68,,,14879,30,14880,68,,,14878,-7396.5
2,29500,PINA_COLADAS,14879,30,14878,68,,,14881,30,14882,68,,,14880,-7955.5
2,29600,PINA_COLADAS,14883,87,,,,,14886,87,,,,,14884.5,-9140
2,29700,PINA_COLADAS,14883,106,,,,,14886,33,14887,73,,,14884.5,-9311
2,29800,PINA_COLADAS,14884,73,,,,,14887,73,,,,,14885.5,-9585
2,29900,PINA_COLADAS,14883,86,,,,,14886,86,,,,,14884.5,-9231.5
2,30000,PINA_COLADAS,14883,39,14882,71,,,14884,22,14885,39,14886,71,14883.5,-9103
2,30100,PINA_COLADAS,14884,86,,,,,14887,86,,,,,14885.5,-9560
2,30200,PINA_COLADAS,14886,20,14885,67,,,14889,87,,,,,14887.5,-9955
2,30300,PINA_COLADAS,14889,38,14888,61,,,14891,38,14892,61,,,14890,-10784
2,30400,PINA_COLADAS,14887,84,,,,,14890,27,14891,57,,,14888.5,-10454.5
2,30500,PINA_COLADAS,14885,12,14883,89,,,14886,89,,,,,14885.5,-9228.5
2,30600,PINA_COLADAS,14883,105,,,,,14886,105,,,,,14884.5,-9231.5
2,30700,PINA_COLADAS,14885,93,,,,,14888,93,,,,,14886.5,-9837.5
2,30800,PINA_COLADAS,14883,101,,,,,14886,101,,,,,14884.5,-9172.5
2,30900,PINA_COLADAS,14888,79,,,,,14891,79,,,,,14889.5,-10703.5
2,31000,PINA_COLADAS,14888,100,,,,,14891,100,,,,,14889.5,-10683.5
2,31100,PINA_COLADAS,14889,75,,,,,14892,75,,,,,14890.5,-10863.5
